"","FINAL_TREAT","TIME_TREAT","Study_DOI","CO2_mean","HCO3_mean","CO3_mean","Temp_mean","DIC_mean","pHT_mean","Temp_sd","CO2_sd","CO3_sd","HCO3_sd","DIC_sd","pHT_sd"
"2470","Medium pCO2 to High pCO2","No Comment","10.1594/PANGAEA.823381",15,1910,167,18,2092,8.02098396879383,0,0,0,0,0,0
"2471","Medium pCO2 to High pCO2","switched","10.1594/PANGAEA.823381",23,2031,120,18,2174,7.8507721875368,0,0,0,0,0,0
"2472","Medium pCO2 to Low pCO2","No Comment","10.1594/PANGAEA.823381",15,1910,167,18,2092,8.02098396879383,0,0,0,0,0,0
"2473","Medium pCO2 to Low pCO2","switched","10.1594/PANGAEA.823381",10,1790,211,18,2011,8.15073028921178,0,0,0,0,0,0
"2474","Mid CO2","No Comment","10.1594/PANGAEA.875042",8.92696428571429,1964.99625,334.516071428571,25.4950819672131,2308.43928571429,8.18717571429101,2.88429230080842,0.7507230929828,35.1392507644331,86.223279741136,100.37162268032,0.0238750231129497
"2475","Moderate","No Comment","10.1594/PANGAEA.967074",12.5040740740741,2325.81111111111,292.592962962963,24.9518518518519,2630.90814814815,8.05627679162263,0.243977064140658,3.7074008179044,73.2312297447143,195.605903870335,165.43134224356,0.123166572046329
"2476","Multiple","No Comment","10.1594/PANGAEA.919895",26.8166666666667,1880.05666666667,83.5633333333333,14,1990.43666666667,7.79313863075979,0,1.27445413151409,4.59928617649884,8.08399241299335,10.934396797873,0.0221935133671825
"2478","NA","No Comment","10.1594/PANGAEA.833713",30.9804658151766,1990.53343350864,123.75807663411,3,2145.27197595793,8.0315960388501,0,22.9860286449304,73.4553524087992,190.8839770079,140.414653244031,0.349262491815288
"2479","NA","No Comment","10.1594/PANGAEA.836733",28.7655757575758,1734.411,153.717575757576,18,1916.89415151515,7.8697389416033,0,22.5547084659413,118.048951613659,319.187199374107,327.202953156669,0.412182686659676
"2480","NA","No Comment","10.1594/PANGAEA.846486",30.0503703703704,1622.54555555556,81.4192592592593,16,1734.01518518519,7.69891860521978,0,16.6585338447761,93.3683362126717,269.761281054955,231.741259388243,0.338736438804409
"2481","NA","No Comment","10.1594/PANGAEA.923884",38.2275,2076.76875,97.445625,4.5,2212.441875,7.895668705306,1.54919333848297,26.4497214856162,61.3597552112403,162.704765915651,127.337212273488,0.31871310462702
"2482","NA","assay environment","10.1594/PANGAEA.823153",41.85,2121.65,124.9,15,2288.4,7.79826046541865,0,30.2027470969677,77.2464249625284,195.58673787836,148.543060012799,0.352929443010347
"2483","NA","selection environment","10.1594/PANGAEA.823153",41.85,2121.65,124.9,15,2288.4,7.79826046541865,0,30.2027470969677,77.2464249625284,195.58673787836,148.543060012799,0.352929443010347
"2484","NH4-N","No Comment","10.1594/PANGAEA.917678",4.03333333333333,1508.71666666667,351.246666666667,20,1863.99666666667,8.41353699173778,0,0.305146959130624,9.31996022881357,38.3722821665153,31.4659692789952,0.0215335501832518
"2485","NO3-N","No Comment","10.1594/PANGAEA.917678",4.03333333333333,1508.71666666667,351.246666666667,20,1863.99666666667,8.41353699173778,0,0.304455798652831,9.29885043901554,38.2853686185259,31.3946985888889,0.0214847765075264
"2486","NO3limited","No Comment","10.1594/PANGAEA.778475",33.805,1984.05,79.195,15,2097.05,7.69575663343356,0,9.66614969882011,44.2436712988423,297.409112167062,331.986633767084,0.191232789309513
"2491","Nitrate limited-1000","No Comment","10.1594/PANGAEA.974407",26.606,2108.972,136.75,28,2272.328,7.72600418845455,5.70087712549569,3.04016940317476,23.659068028982,43.6160528934015,23.3444537310256,0.00548118400842926
"2492","Nitrate limited-400","No Comment","10.1594/PANGAEA.974407",10.782,1827.26,252.15,28,2090.192,8.05600183753194,5.70087712549569,1.28190093220966,35.455921931322,72.0544165891307,38.1243691095341,0.0114036706286561
"2493","Normal CO2","No Comment","10.1594/PANGAEA.824065",15,1890,155,20,2060,7.96041664845653,0,0,0,0,0,0
"2494","Normal CO2 level seawater in the dark","No Comment","10.1594/PANGAEA.824065",15,1890,155,20,2060,7.96041664845653,0,0,0,0,0,0
"2495","Normal CO2 level seawaters at fluorescent light","No Comment","10.1594/PANGAEA.824065",15,1890,155,20,2060,7.96041664845653,0,0,0,0,0,0
"2496","Nutrient Replete-1000","No Comment","10.1594/PANGAEA.974407",26.616,2109.146,136.664,28,2272.426,7.72600666840653,5.70087712549569,3.18249587588107,23.0912782236064,53.4681412618767,33.8534035216549,0.00547618564222607
"2497","Nutrient Replete-400","No Comment","10.1594/PANGAEA.974407",10.792,1854.692,259.834,28,2125.318,8.06200102656408,5.70087712549569,1.24714473899383,38.8702029837767,63.9786071276955,32.3896799922445,0.0109523520299338
"2498","OA","No Comment","10.1594/PANGAEA.945242",35.61,2036.48,75.65,20,2147.74,7.61647553752423,NA,NA,NA,NA,NA,NA
"2499","OA A","No Comment","10.1594/PANGAEA.965883",21.69,2108.89,134.99,19,2265.57,7.86913401790251,0,0.197989898732232,1.20208152801714,18.8090403795621,20.2091118063115,6.06379653765381e-06
"2500","OADCEWAF A","No Comment","10.1594/PANGAEA.965883",17.46,2088.99,164.5,19,2270.95,7.95911586227875,NA,NA,NA,NA,NA,NA
"2501","OAWAF A","No Comment","10.1594/PANGAEA.965883",22.425,2105.05,130.225,19,2257.7,7.85412630921846,0,1.23743686707646,5.53664609669066,13.3784603000495,9.07925107043537,0.0212301689576611
"2502","Ocean acidification","No Comment","10.1594/PANGAEA.943450",29.36,1945.32,87.52,20,2062.2,7.69966301161583,NA,NA,NA,NA,NA,NA
"2503","Ocean acidification","No Comment","10.1594/PANGAEA.967107",19.9766666666667,1915.26666666667,122.76,19,2058.00333333333,7.86964032539656,0,0.481283007526064,2.86581576518798,12.1359891781978,13.0744037467615,0.0099992860794745
"2505","Ocean acidification at 1400 µatm","beginning","10.1594/PANGAEA.869470",51.92,2073.69,50.13,15,2175.74,7.51235474017969,NA,NA,NA,NA,NA,NA
"2506","Ocean acidification at 1400 µatm","end","10.1594/PANGAEA.869470",36.55,1924.47,61.34,15,2022.36,7.63243349518773,NA,NA,NA,NA,NA,NA
"2508","Ocean acidification at 900 µatm","beginning","10.1594/PANGAEA.869470",34.43,2081.72,76.19,15,2192.34,7.69247652781982,NA,NA,NA,NA,NA,NA
"2509","Ocean acidification at 900 µatm","end","10.1594/PANGAEA.869470",24.04,1872.75,88.31,15,1985.1,7.80253094795769,NA,NA,NA,NA,NA,NA
"2510","Ocean carbonation","No Comment","10.1594/PANGAEA.943450",28.1,4264.97,439.55,20,4732.62,8.05963905818349,NA,NA,NA,NA,NA,NA
"2512","Ocean warming at 20 °C","beginning","10.1594/PANGAEA.869470",13.85,1958.8,181.23,20,2153.88,8.01278674956243,NA,NA,NA,NA,NA,NA
"2513","Ocean warming at 20 °C","end","10.1594/PANGAEA.869470",13.73,1853.47,163.76,20,2030.96,7.99276902311975,NA,NA,NA,NA,NA,NA
"2514","PAB-HC","No Comment","10.1594/PANGAEA.821994",26.2,2511.865625,164.34375,20,2702.409375,7.84860198759011,0,0,44.8346779488176,362.665801556959,407.051800111227,0.0697583460025244
"2515","PAB-LC","No Comment","10.1594/PANGAEA.821994",12.8,2532.321875,356.378125,20,2901.5,8.15847656226282,0,0,203.319343183328,633.32295269418,835.820757910952,0.0942512208062559
"2516","PAR only, HC","No Comment","10.1594/PANGAEA.843600",31.91,2211.49,107.23,20,2350.63,7.73217808054739,0,0,0,0,0,0
"2517","PAR only, LC","No Comment","10.1594/PANGAEA.843600",12.85,1949.45,206.84,20,2169.14,8.07226918279035,0,0,0,0,0,0
"2518","PAR+UVA+B, HC","No Comment","10.1594/PANGAEA.843600",31.62,2208.79,107.92,20,2348.33,7.73549426369759,0,0,0,0,0,0
"2519","PAR+UVA+B, LC","No Comment","10.1594/PANGAEA.843600",13,1987.01,212.46,20,2212.47,8.07562387881759,0,0,0,0,0,0
"2520","PAR+UVA, HC","No Comment","10.1594/PANGAEA.843600",32.03,2220.13,107.64,20,2359.8,7.7321420381863,0,0,0,0,0,0
"2521","PAR+UVA, LC","No Comment","10.1594/PANGAEA.843600",12.9,1971.12,210.76,20,2194.78,8.07562187982131,0,0,0,0,0,0
"2522","PAR-HC","No Comment","10.1594/PANGAEA.821994",26.2,2506.34545454545,162.615151515152,20,2695.16060606061,7.84942517986881,0,0,37.9673883188925,300.561506903027,338.319843065879,0.0547031511885364
"2523","PAR-LC","No Comment","10.1594/PANGAEA.821994",12.8,2578.10909090909,376.2,20,2967.10909090909,8.16325087292039,0,0,251.968542183345,741.113345482506,991.742260608709,0.105523843110002
"2524","PO4 deplete","No Comment","10.1594/PANGAEA.777419",6.3609756097561,1295.07951219512,282.97243902439,25,1584.41292682927,8.30161894222527,0,5.0608614903384,122.163788799719,501.217045175796,495.170808056391,0.272593928325724
"2525","PO4 replete","No Comment","10.1594/PANGAEA.777419",6.82238095238095,1559.3830952381,361.289285714286,25,1927.49476190476,8.31489908887814,0,4.12471362466317,131.991463441499,327.974747053519,200.175568320365,0.25292477414581
"2526","PO4limited","No Comment","10.1594/PANGAEA.778475",30.52,1985.805,83.825,15,2100.15,7.7357955626611,0,5.51543289325507,35.5038314833766,252.642181850141,282.630580440263,0.134357715996268
"2528","Pre-acclimation 280 ppm","after experiment","10.1594/PANGAEA.830804",22,1725,81,15,1828,7.80069678840433,0,0,0,0,0,0
"2529","Pre-acclimation 280 ppm","before experiment","10.1594/PANGAEA.830804",15,1702,116,15,1833,7.96249930241332,0,0,0,0,0,0
"2531","Pre-acclimation 380 ppm","after experiment","10.1594/PANGAEA.830804",35,1817,58,15,1910,7.63307393518988,0,0,0,0,0,0
"2532","Pre-acclimation 380 ppm","before experiment","10.1594/PANGAEA.830804",22,1812,90,15,1924,7.82508518503351,0,0,0,0,0,0
"2534","Pre-acclimation 750 ppm","after experiment","10.1594/PANGAEA.830804",44,1858,48,15,1950,7.54119639665294,0,0,0,0,0,0
"2535","Pre-acclimation 750 ppm","before experiment","10.1594/PANGAEA.830804",34,1884,63,15,1981,7.6532605199317,0,0,0,0,0,0
"2536","Pre-industrial","No Comment","10.1594/PANGAEA.967107",6.78333333333333,1615.09666666667,262.45,19,1884.33,8.26963921125465,0,1.23492239972127,45.4841301994443,22.172282997773,23.1505248320636,0.0780998320471598
"2538","Present CO2","T0","10.1594/PANGAEA.772696",14.5725,1785.0675,146.1475,15.5,1945.7875,8.0309361596646,2.88675134594813,2.30303242125102,20.5340942093875,76.2617891979114,88.7774788915145,0.0957385814443042
"2539","Present CO2","Tfin","10.1594/PANGAEA.772696",16.9975,1125.175,50.6625,15.5,1192.835,7.75592612984901,2.88675134594813,2.47299245180139,21.0455005088182,247.057069452923,267.396924003749,0.129081256741939
"2540","Present DIC and pH","No Comment","10.1594/PANGAEA.943450",10.29,1673.6,184.82,20,1868.71,8.0896440531805,NA,NA,NA,NA,NA,NA
"2541","Reduced pH","No Comment","10.1594/PANGAEA.943450",10.87,736.65,33.91,20,781.43,7.70961335105028,NA,NA,NA,NA,NA,NA
"2542","SWEN (Control)","No Comment","10.1594/PANGAEA.924610",14.87,1849.7925,210.6475,25,2075.31,8.00000085308281,0,8.70002681988203,80.0919102760489,209.91835895176,138.387391044127,0.219852442714449
"2543","SWEX from EP","No Comment","10.1594/PANGAEA.924610",14.87,1849.7925,210.6475,25,2075.31,8.00000085308281,0,8.70002681988203,80.0919102760489,209.91835895176,138.387391044127,0.219852442714449
"2544","SWEX from LP","No Comment","10.1594/PANGAEA.924610",14.87,1849.7925,210.6475,25,2075.31,8.00000085308281,0,8.70002681988203,80.0919102760489,209.91835895176,138.387391044127,0.219852442714449
"2545","SWEX from SP","No Comment","10.1594/PANGAEA.924610",14.87,1849.7925,210.6475,25,2075.31,8.00000085308281,0,8.70002681988203,80.0919102760489,209.91835895176,138.387391044127,0.219852442714449
"2547","Selection HC-Assay HC","assay","10.1594/PANGAEA.860281",31.644,1960.76,85.032,20,2077.436,7.68342378869858,0,0.184421876607492,3.53176038663036,35.2401238444394,38.6009749691821,0.0101531694984239
"2548","Selection HC-Assay HC","selection","10.1594/PANGAEA.860281",31.644,1960.76,85.032,20,2077.436,7.68342378869858,0,0.184421876607492,3.53176038663036,35.2401238444394,38.6009749691821,0.0101531694984239
"2550","Selection HC-Assay LC","assay","10.1594/PANGAEA.860281",12.338,1703.756,164.666,20,1880.76,8.03153849854802,0,0.0753278548366117,6.02152424936695,30.0154428824325,35.9520275605465,0.00829555357404532
"2551","Selection HC-Assay LC","selection","10.1594/PANGAEA.860281",31.644,1960.76,85.032,20,2077.436,7.68342378869858,0,0.184421876607492,3.53176038663036,35.2401238444394,38.6009749691821,0.0101531694984239
"2553","Selection LC-Assay HC","assay","10.1594/PANGAEA.860281",31.644,1960.76,85.032,20,2077.436,7.68342378869858,0,0.18121429493739,3.47033378102512,34.6272053698264,37.9296024507107,0.00997657916664953
"2554","Selection LC-Assay HC","selection","10.1594/PANGAEA.860281",12.338,1703.756,164.666,20,1880.76,8.03153849854802,0,0.0740177052444556,5.91679409932381,29.493395356506,35.326727207207,0.00815127207080433
"2556","Selection LC-Assay LC","assay","10.1594/PANGAEA.860281",12.338,1703.756,164.666,20,1880.76,8.03153849854802,0,0.0740177052444556,5.91679409932381,29.493395356506,35.326727207207,0.00815127207080433
"2557","Selection LC-Assay LC","selection","10.1594/PANGAEA.860281",12.338,1703.756,164.666,20,1880.76,8.03153849854802,0,0.0740177052444556,5.91679409932381,29.493395356506,35.326727207207,0.00815127207080433
"2558","Si limited-modern pCO2","No Comment","10.1594/PANGAEA.823383",13.6666666666667,1900,171.666666666667,16,2085.33333333333,8.06823158804571,0,0.577350269189626,3.51188458428425,7.81024967590665,10.785793124909,0.00726266610119436
"2559","Si limited-preindustrial pCO2","No Comment","10.1594/PANGAEA.823383",7.33333333333333,1679.66666666667,244.666666666667,16,1931.66666666667,8.27566020326113,0,0.577350269189626,4.93288286231625,14.1891977691952,10.0166528008778,0.0123816226525646
"2560","Si limited-projected year 2100 pCO2","No Comment","10.1594/PANGAEA.823383",27.6666666666667,2063.66666666667,99.3333333333333,16,2190.66666666667,7.79472811751685,0,0.577350269189626,2.51661147842358,15.1767365837763,16.0104132780304,0.0106007404554046
"2561","Si replete-modern pCO2","No Comment","10.1594/PANGAEA.823383",12,1914,204.333333333333,16,2130.33333333333,8.1407079022781,0,0,4.04145188432738,15.3948043183407,19.2959408512084,0.00530795207191191
"2562","Si replete-preindustrial pCO2","No Comment","10.1594/PANGAEA.823383",6.66666666666667,1705,287,16,1998.66666666667,8.33819583507363,0,0.577350269189626,14.1067359796659,24.0208242989286,12.6622799421484,0.0269796887326438
"2563","Si replete-projected year 2100 pCO2","No Comment","10.1594/PANGAEA.823383",25,2154,119,16,2298,7.8545476504291,0,0,4.24264068711928,33.9411254969543,38.1837661840736,0.00864336886028698
"2564","T","No Comment","10.1594/PANGAEA.823376",11.3333333333333,1399,132,22.8,1542.33333333333,7.84195645597166,0.217540671282341,0.474712663277541,91.7473567182659,515.249372142226,605.728335891106,0.257240992137962
"2565","Temperature=20 degree Celsius; Continuous light with 300umol photons/m s; Salinity=38","No Comment","10.1594/PANGAEA.829376",17.7777777777778,1983.33333333333,213,20,2214.11111111111,8.04158654211803,0,11.4430959291812,90.3617728909742,219.196829356631,145.482339516214,0.244983786695024
"2566","Treatment L:D=0:00 pH=7.64","No Comment","10.1594/PANGAEA.718103",40.78,1946.77,62.45,15,2050,7.63521866656125,NA,NA,NA,NA,NA,NA
"2567","Treatment L:D=0:00 pH=7.71","No Comment","10.1594/PANGAEA.718103",35.66,1971.13,73.22,15,2080.01,7.69891532565927,0,0,0,0,0,0
"2568","Treatment L:D=0:00 pH=7.79","No Comment","10.1594/PANGAEA.718103",30.02,2018.75,91.23,15,2140,7.78405600412359,NA,NA,NA,NA,NA,NA
"2569","Treatment L:D=0:00 pH=7.85","No Comment","10.1594/PANGAEA.718103",25.11,1943.78,101.11,15,2070,7.84514787006716,NA,NA,NA,NA,NA,NA
"2570","Treatment L:D=0:00 pH=7.88","No Comment","10.1594/PANGAEA.718103",23.755,1948.815,107.43,15,2080,7.87037123655632,0,0.487903679018719,0.76367532368147,27.0326922447617,28.2842712474619,0.00293719797107774
"2571","Treatment L:D=0:00 pH=8.64","No Comment","10.1594/PANGAEA.718103",3.37,1585.59,501.04,15,2090,8.6286823694871,NA,NA,NA,NA,NA,NA
"2572","Treatment L:D=0:00 pH=8.75","No Comment","10.1594/PANGAEA.718103",2.48,1492.87,604.66,15,2100.01,8.73649011790875,NA,NA,NA,NA,NA,NA
"2573","Treatment L:D=12:12 pH=8.04","No Comment","10.1594/PANGAEA.718103",16.5,1940.21,153.29,15,2110,8.02666595450918,NA,NA,NA,NA,NA,NA
"2574","Treatment L:D=16:08 pH=7.64","No Comment","10.1594/PANGAEA.718103",40.78,1946.77,62.45,15,2050,7.63521866656125,NA,NA,NA,NA,NA,NA
"2575","Treatment L:D=16:08 pH=7.71","No Comment","10.1594/PANGAEA.718103",35.66,1971.13,73.22,15,2080.01,7.69891532565927,0,0,0,0,0,0
"2576","Treatment L:D=16:08 pH=7.79","No Comment","10.1594/PANGAEA.718103",30.02,2018.75,91.23,15,2140,7.78405600412359,NA,NA,NA,NA,NA,NA
"2577","Treatment L:D=16:08 pH=7.88","No Comment","10.1594/PANGAEA.718103",23.755,1948.815,107.43,15,2080,7.87037123655632,0,0.487903679018719,0.76367532368147,27.0326922447617,28.2842712474619,0.00293719797107774
"2578","Treatment L:D=16:08 pH=8.04","No Comment","10.1594/PANGAEA.718103",16.5,1940.21,153.29,15,2110,8.02666595450918,NA,NA,NA,NA,NA,NA
"2579","Treatment L:D=16:08 pH=8.75","No Comment","10.1594/PANGAEA.718103",2.48,1492.87,604.66,15,2100.01,8.73649011790875,NA,NA,NA,NA,NA,NA
"2580","Treatment L:D=18:06 pH=7.85","No Comment","10.1594/PANGAEA.718103",25.11,1943.78,101.11,15,2070,7.84514787006716,NA,NA,NA,NA,NA,NA
"2581","Treatment L:D=18:06 pH=8.64","No Comment","10.1594/PANGAEA.718103",3.37,1585.59,501.04,15,2090,8.6286823694871,NA,NA,NA,NA,NA,NA
"2582","Upwelling","No Comment","10.1594/PANGAEA.967107",37.2966666666667,1995.55666666667,65.1466666666667,13,2098,7.67631466154275,0,1.30542457971854,1.16517523717822,17.6502417358328,17.8033704674144,0.0115401262088128
"2583","WAF A","No Comment","10.1594/PANGAEA.965883",11.795,1920.385,206.56,19,2138.74,8.09412185045772,0,1.15258405333407,13.3360338931783,32.2652824255422,20.081832585698,0.0353557765254763
"2584","Warming and Acidification","No Comment","10.1594/PANGAEA.968460",68.36,1965.96,37.88,20.09,2072.2,7.32991514224468,0,0,0,0,0,0
"2585","Year 2060-Fe limited","No Comment","10.1594/PANGAEA.840328",33.2843935309973,1981.19242587601,65.7997035040431,4,2080.27652291105,7.83862400920011,0,0.0510627209571953,0.905202780604831,15.2956059594508,16.2518714610128,0.00259941754889483
"2586","Year 2060-Fe replete","No Comment","10.1594/PANGAEA.840328",32.7731627906977,1923.78711627907,63.0117209302326,4,2019.572,7.83242230077569,0,0.228127785373605,2.35070804928454,42.6301400667718,45.20897590143,0.00664139343091251
"2587","Year 2100-Fe limited","No Comment","10.1594/PANGAEA.840328",39.4785365853659,1896.04048780488,52.0851219512195,6,1987.60414634146,7.72098127993466,0,0.0771611521525855,2.102641396158,40.0466379671927,42.2264405155032,0.00822671773971237
"2588","Year 2100-Fe replete","No Comment","10.1594/PANGAEA.840328",40.2081188118812,1929.92485148515,52.9695544554455,6,2023.10252475248,7.72075820485011,0,0.258627117320489,1.1805076484145,15.7011688644246,16.6230493955185,0.00627425625904372
"2593","acidification","at the time of harvesting","10.1594/PANGAEA.873376",17.77,1009.25,34.95,15,1061.97,7.66844929093432,NA,NA,NA,NA,NA,NA
"2594","acidification","cell-free media","10.1594/PANGAEA.873376",17.82,1012.05,35.05,15,1064.92,7.66848692202668,NA,NA,NA,NA,NA,NA
"2595","ambient","No Comment","10.1594/PANGAEA.837678",12.38,1806.93,184.49,20,2003.8,8.0555782568892,0,0,0,0,0,0
"2596","ambient","No Comment","10.1594/PANGAEA.868435",12.8209523809524,1823.43095238095,227.27619047619,16.6666666666667,2063.5280952381,8.17071428176425,4.48110714948221,6.8428042618783,81.4835831185816,212.728866109399,139.29136188265,0.200056549549353
"2597","ambient CO2 and high light","No Comment","10.1594/PANGAEA.939406",9.1,1769.29,240.58,20,2018.97,8.18000725211698,0,0,0,0,0,0
"2598","ambient CO2 and low light","No Comment","10.1594/PANGAEA.939406",10.77,1865.94,226.13,20,2102.84,8.13000726246163,0,0,0,0,0,0
"2599","ambient CO2 and medium light","No Comment","10.1594/PANGAEA.939406",10.45,1852.19,229.69,20,2092.33,8.14000330710279,0,0,0,0,0,0
"2600","ambient pCO2","No Comment","10.1594/PANGAEA.834555",10.98,1579.77666666667,167.91,25,1758.66666666667,7.93971423696045,0,1.57343573113108,87.8593870909648,262.681649403481,347.983237144167,0.220575083979047
"2601","ambient-Dark","No Comment","10.1594/PANGAEA.837678",12.38,1806.93,184.49,20,2003.8,8.0555782568892,0,0,0,0,0,0
"2602","ambient-Dim light","No Comment","10.1594/PANGAEA.837678",12.38,1806.93,184.49,20,2003.8,8.0555782568892,0,0,0,0,0,0
"2603","both plankton prey and copepod predators reared under ambient pCO2 levels","No Comment","10.1594/PANGAEA.858970",14,1987.28,175.58,20.4,2176.86,7.98624776099377,0,0,0,0,0,0
"2604","both prey and predator reared under elevated pCO2 levels","No Comment","10.1594/PANGAEA.858970",50.8,2296.86,64.88,20.7,2412.54,7.48612964361922,0,0,0,0,0,0
"2605","bulk Ph 7.78","No Comment","10.1594/PANGAEA.951332",24.15,1936.19,98.96,15,2059.3,7.83751258279919,0,0,0,0,0,0
"2606","bulk Ph 8.10","No Comment","10.1594/PANGAEA.951332",13.5,1891.97,169.02,15,2074.49,8.08002472056935,0,0,0,0,0,0
"2607","bulk Ph 8.40","No Comment","10.1594/PANGAEA.951332",7.46,1811.43,280.41,15,2099.3,8.3187728103095,0,0,0,0,0,0
"2608","bulk ph 8","No Comment","10.1594/PANGAEA.951332",18.88,1902.42,122.2,15,2043.5,7.9367656718373,NA,NA,NA,NA,NA,NA
"2610","carbonation","at the time of harvesting","10.1594/PANGAEA.873376",35,4456.82,346,15,4837.82,8.01905187337353,NA,NA,NA,NA,NA,NA
"2611","carbonation","cell-free media","10.1594/PANGAEA.873376",37.57,4568.04,338.67,15,4944.28,7.99904769854411,NA,NA,NA,NA,NA,NA
"2612","constant CO2-1","No Comment","10.1594/PANGAEA.830627",14,507,12,15,533,7.50317415564926,NA,NA,NA,NA,NA,NA
"2613","constant CO2-2","No Comment","10.1594/PANGAEA.830627",18,786,23,15,827,7.59530615891316,NA,NA,NA,NA,NA,NA
"2614","constant CO2-3","No Comment","10.1594/PANGAEA.830627",17,1111,47,15,1175,7.75538466792982,NA,NA,NA,NA,NA,NA
"2615","constant CO2-4","No Comment","10.1594/PANGAEA.830627",15,1762,135,15,1912,8.01332873335395,NA,NA,NA,NA,NA,NA
"2616","constant CO2-5","No Comment","10.1594/PANGAEA.830627",15,3556,541,15,4112,8.31123638174337,NA,NA,NA,NA,NA,NA
"2618","constant pH","T0","10.1594/PANGAEA.771288",39.0716666666667,3763.77722222222,234.672222222222,15,4037.52111111111,7.91862719020579,0,40.386525016906,248.177387735077,3934.93789162856,4223.4606574145,0.00786041383017803
"2620","constant pH","Tfin","10.1594/PANGAEA.771288",38.6538888888889,3727.10055555556,232.646111111111,15,3998.40055555556,7.91862898966655,0,40.037395481326,250.015928813461,3932.38390784921,4222.38660472608,0.00856739708480884
"2622","control","No Comment","10.1594/PANGAEA.744738",9.5172,1811.6676,220.9692,16,2042.154,8.19764022881707,0,0.768220454470373,16.8453460239517,61.5614698411271,69.6671017530274,0.0308218307352133
"2625","control","adult","10.1594/PANGAEA.971360",12.0185714285714,1987.89714285714,272.978571428571,26.003125,2272.89428571429,8.08683810183164,0.348821229285145,1.56431777778369,19.7681604362411,48.2384480278115,30.0295095157787,0.0445095234754785
"2627","control, Temp2","adult","10.1594/PANGAEA.971360",12.0185714285714,1987.89714285714,272.978571428571,26.0214285714286,2272.89428571429,8.08646002704882,0.12666473875533,1.56431777778369,19.7681604362411,48.2384480278115,30.0295095157787,0.0428153581416982
"2628","control-control","No Comment","10.1594/PANGAEA.863126",15.23,1931.69,159.84,18,2106.76,7.99704890422007,0,0,0,0,0,0
"2629","dark","No Comment","10.1594/PANGAEA.836733",25.8175,1848.535,191.095,18,2065.4475,7.95488280100648,0,27.9163600480674,142.17166349171,67.7968536634751,126.353877232425,0.45048676266313
"2638","diurnally carbonate chemistry fluctuating around ambient pCO2 level","After dilution","10.1594/PANGAEA.868779",15.08,1961.24,178.48,20,2154.8,8.00560556952186,0,0,0,0,0,0
"2639","diurnally carbonate chemistry fluctuating around ambient pCO2 level","Before dilution","10.1594/PANGAEA.868779",14.61,1944.51,181.08,20,2140.2,8.01560705935429,0,0,0,0,0,0
"2641","diurnally carbonate chemistry fluctuating around elevated pCO2 level","After dilution","10.1594/PANGAEA.868779",35.83,2179.4,92.74,20,2307.97,7.67547689945819,0,0,0,0,0,0
"2642","diurnally carbonate chemistry fluctuating around elevated pCO2 level","Before dilution","10.1594/PANGAEA.868779",34.09,2171.59,96.76,20,2302.44,7.69546478105278,0,0,0,0,0,0
"2644","elevated CO2","No Comment","10.1594/PANGAEA.837678",32.59,2075.74,92.49,20,2200.82,7.69546857954463,0,0,0,0,0,0
"2645","elevated CO2 and high light","No Comment","10.1594/PANGAEA.939406",24.74,2098.93,124.58,20,2248.25,7.81999712603629,0,0,0,0,0,0
"2646","elevated CO2 and low light","No Comment","10.1594/PANGAEA.939406",25.84,2093.92,118.69,20,2238.45,7.80000079923203,0,0,0,0,0,0
"2647","elevated CO2 and medium light","No Comment","10.1594/PANGAEA.939406",23.17,2058.26,127.92,20,2209.35,7.83998497110109,0,0,0,0,0,0
"2648","elevated CO2-Dark","No Comment","10.1594/PANGAEA.837678",32.59,2075.74,92.49,20,2200.82,7.69546857954463,0,0,0,0,0,0
"2649","elevated CO2-Dim light","No Comment","10.1594/PANGAEA.837678",32.59,2075.74,92.49,20,2200.82,7.69546857954463,0,0,0,0,0,0
"2651","extreme","adult","10.1594/PANGAEA.971360",19.3242857142857,2138.79714285714,211.565714285714,30.0325,2369.68714285714,7.88047557056215,0.257972866790289,2.38968945980136,15.6577746092568,38.0827739460844,24.8072427212005,0.0393994175030605
"2653","extreme, Temp2","adult","10.1594/PANGAEA.971360",19.3242857142857,2138.79714285714,211.565714285714,29.9457142857143,2369.68714285714,7.88212191565668,0.147362526734968,2.38968945980136,15.6577746092568,38.0827739460844,24.8072427212005,0.0411508085266681
"2654","fluctuating ambient pH/pCO2","No Comment","10.1594/PANGAEA.979844",17.1205,1866.1545,172.1345,20,2055.4095,7.98450529510345,0,8.89905563929041,60.0640704080489,135.463693471344,85.3417285899977,0.192236294950511
"2655","fluctuating future pH/pCO2","No Comment","10.1594/PANGAEA.979844",32.678,2048.569,107.29,20,2188.537,7.73540632413714,0,14.9588070311977,39.8070120728684,99.8703343188013,74.1428954343557,0.187592069708328
"2656","future","No Comment","10.1594/PANGAEA.868435",20.3333333333333,2003.69333333333,157.736666666667,18.3333333333333,2181.76333333333,7.95731079778938,2.37691344270764,6.26312497586283,37.0284044277265,65.867901873182,35.4407544141815,0.0869293274433079
"2657","future","No Comment","10.1594/PANGAEA.913498",58.1357142857143,2117.99285714286,42.7957142857143,7,2218.92428571429,7.57004599305703,0,2.50109214239738,2.08724584994084,12.2580989748081,12.5551859897852,0.0198711979962574
